poly_id,year,month,cooling_monthly_mean,n_points,month_date,poly_elv
11,2022,2,1.6658827837775736,17,2022-02-01,79.73870658874512
11,2022,3,0.9515029907226562,20,2022-03-01,79.73870658874512
11,2022,4,0.017891331722861843,19,2022-04-01,79.73870658874512
11,2022,5,0.01684409693667763,19,2022-05-01,79.73870658874512
11,2022,6,0.03352984260110294,17,2022-06-01,79.73870658874512
11,2022,7,0.5452623869243421,19,2022-07-01,79.73870658874512
11,2022,8,0.6835006713867188,20,2022-08-01,79.73870658874512
11,2022,9,1.1963179738898027,19,2022-09-01,79.73870658874512
11,2022,10,1.3821089895148027,19,2022-10-01,79.73870658874512
11,2022,11,1.29388427734375,18,2022-11-01,79.73870658874512
11,2022,12,1.247367457339638,19,2022-12-01,79.73870658874512
11,2023,1,1.7944961547851563,20,2023-01-01,79.73870658874512
11,2023,2,3.9466671413845487,18,2023-02-01,79.73870658874512
11,2023,3,6.0415810032894735,19,2023-03-01,79.73870658874512
11,2023,4,5.651579204358552,19,2023-04-01,79.73870658874512
11,2023,5,5.619468287417763,19,2023-05-01,79.73870658874512
11,2023,6,5.235260009765625,19,2023-06-01,79.73870658874512
11,2023,7,2.0489990234375,20,2023-07-01,79.73870658874512
11,2023,8,1.2168386358963816,19,2023-08-01,79.73870658874512
11,2023,9,1.2877773708767362,18,2023-09-01,79.73870658874512
11,2023,10,0.8644426133897569,18,2023-10-01,79.73870658874512
11,2023,11,0.34157522101151316,19,2023-11-01,79.73870658874512
11,2023,12,3.295001220703125,20,2023-12-01,79.73870658874512
11,2024,1,3.005265085320724,19,2024-01-01,79.73870658874512
11,2024,2,2.3983306884765625,18,2024-02-01,79.73870658874512
11,2024,3,5.082496643066406,20,2024-03-01,79.73870658874512
11,2024,4,5.986840499074836,19,2024-04-01,79.73870658874512
11,2024,5,5.942098517166941,19,2024-05-01,79.73870658874512
11,2024,6,6.0352622584292765,19,2024-06-01,79.73870658874512
11,2024,7,5.254736649362664,19,2024-07-01,79.73870658874512
11,2024,8,4.751575670744243,19,2024-08-01,79.73870658874512
11,2024,9,1.0121090537623356,19,2024-09-01,79.73870658874512
11,2024,10,0.9888865152994791,18,2024-10-01,79.73870658874512
12,2020,10,0.6205251593338815,19,2020-10-01,50.658592224121094
12,2020,11,0.916839599609375,19,2020-11-01,50.658592224121094
12,2020,12,1.1359970092773437,20,2020-12-01,50.658592224121094
12,2021,1,1.5994760613692434,19,2021-01-01,50.658592224121094
12,2021,2,3.4941208783318016,17,2021-02-01,50.658592224121094
12,2021,3,4.527367842824836,19,2021-03-01,50.658592224121094
12,2021,4,3.9431569952713814,19,2021-04-01,50.658592224121094
12,2021,5,2.8475021362304687,20,2021-05-01,50.658592224121094
12,2021,6,1.3794748406661184,19,2021-06-01,50.658592224121094
12,2021,7,0.4052605879934211,19,2021-07-01,50.658592224121094
12,2021,8,0.3615770841899671,19,2021-08-01,50.658592224121094
12,2021,9,0.372100830078125,19,2021-09-01,50.658592224121094
12,2021,10,0.36999664306640623,20,2021-10-01,50.658592224121094
12,2021,11,2.4494709215666117,19,2021-11-01,50.658592224121094
12,2021,12,2.7263151469983553,19,2021-12-01,50.658592224121094
12,2022,1,3.7447381270559212,19,2022-01-01,50.658592224121094
12,2022,2,4.112940171185662,17,2022-02-01,50.658592224121094
12,2022,3,5.281999206542968,20,2022-03-01,50.658592224121094
12,2022,4,5.6542101408305925,19,2022-04-01,50.658592224121094
12,2022,5,5.735786839535362,19,2022-05-01,50.658592224121094
12,2022,6,6.031761618221507,17,2022-06-01,50.658592224121094
12,2022,7,3.533686587685033,19,2022-07-01,50.658592224121094
12,2022,8,1.5964996337890625,20,2022-08-01,50.658592224121094
12,2022,9,1.979998136821546,19,2022-09-01,50.658592224121094
12,2022,10,2.222223917643229,18,2022-10-01,50.658592224121094
12,2022,11,2.3222232394748263,18,2022-11-01,50.658592224121094
12,2022,12,2.759474904913651,19,2022-12-01,50.658592224121094
12,2023,1,2.4705047607421875,20,2023-01-01,50.658592224121094
12,2023,2,3.456661648220486,18,2023-02-01,50.658592224121094
12,2023,3,5.974204615542763,19,2023-03-01,50.658592224121094
12,2023,4,6.005266691509046,19,2023-04-01,50.658592224121094
12,2023,5,3.994440714518229,18,2023-05-01,50.658592224121094
12,2023,6,2.3147358141447367,19,2023-06-01,50.658592224121094
12,2023,7,0.5819992065429688,20,2023-07-01,50.658592224121094
12,2023,8,0.34420615748355265,19,2023-08-01,50.658592224121094
12,2023,9,1.0011121961805556,18,2023-09-01,50.658592224121094
12,2023,10,3.5827772352430554,18,2023-10-01,50.658592224121094
12,2023,11,1.5126310649671053,19,2023-11-01,50.658592224121094
12,2023,12,0.47850189208984373,20,2023-12-01,50.658592224121094
12,2024,1,1.5584218878495066,19,2024-01-01,50.658592224121094
12,2024,2,3.472227308485243,18,2024-02-01,50.658592224121094
12,2024,3,3.539500427246094,20,2024-03-01,50.658592224121094
12,2024,4,2.9331600791529606,19,2024-04-01,50.658592224121094
12,2024,5,2.419473748458059,19,2024-05-01,50.658592224121094
12,2024,6,2.396310906661184,19,2024-06-01,50.658592224121094
12,2024,7,2.5942061574835527,19,2024-07-01,50.658592224121094
12,2024,8,2.355264764083059,19,2024-08-01,50.658592224121094
12,2024,9,3.2184223375822367,19,2024-09-01,50.658592224121094
12,2024,10,2.1127794053819446,18,2024-10-01,50.658592224121094
13,2020,10,2.75322293800386,19,2020-10-01,31.72288942337036
13,2020,11,2.630527872054364,19,2020-11-01,31.72288942337036
13,2020,12,2.0530611905402507,20,2020-12-01,31.72288942337036
13,2021,1,1.4323179922920957,19,2021-01-01,31.72288942337036
13,2021,2,0.7634241939248106,17,2021-02-01,31.72288942337036
13,2021,3,0.9499600859192463,19,2021-03-01,31.72288942337036
13,2021,4,1.0514578014440543,19,2021-04-01,31.72288942337036
13,2021,5,2.8917811094906454,20,2021-05-01,31.72288942337036
13,2021,6,2.6906647234723513,19,2021-06-01,31.72288942337036
13,2021,7,2.3040052298895652,19,2021-07-01,31.72288942337036
13,2021,8,2.118997725432139,19,2021-08-01,31.72288942337036
13,2021,9,2.009820348739939,19,2021-09-01,31.72288942337036
13,2021,10,1.8435727251161496,20,2021-10-01,31.72288942337036
13,2021,11,1.49025385629957,19,2021-11-01,31.72288942337036
13,2021,12,1.8948070697424615,19,2021-12-01,31.72288942337036
13,2022,1,2.3320060848698474,19,2022-01-01,31.72288942337036
13,2022,2,2.2802536784509937,17,2022-02-01,31.72288942337036
13,2022,3,3.812464447120033,20,2022-03-01,31.72288942337036
13,2022,4,4.598878676329736,19,2022-04-01,31.72288942337036
13,2022,5,4.501192322188552,19,2022-05-01,31.72288942337036
13,2022,6,3.7585553921241113,17,2022-06-01,31.72288942337036
13,2022,7,3.5894087127179155,19,2022-07-01,31.72288942337036
13,2022,8,3.4906552782102835,20,2022-08-01,31.72288942337036
13,2022,9,0.9648016244150492,19,2022-09-01,31.72288942337036
13,2022,10,0.7778903248293043,19,2022-10-01,31.72288942337036
13,2022,11,1.0777532004817152,18,2022-11-01,31.72288942337036
13,2022,12,0.7460959766675584,19,2022-12-01,31.72288942337036
13,2023,1,1.3103738859551044,20,2023-01-01,31.72288942337036
13,2023,2,2.942368830901592,18,2023-02-01,31.72288942337036
13,2023,3,4.7777673999820776,19,2023-03-01,31.72288942337036
13,2023,4,4.188348074169937,19,2023-04-01,31.72288942337036
13,2023,5,4.929750801906762,18,2023-05-01,31.72288942337036
13,2023,6,5.41548386974156,19,2023-06-01,31.72288942337036
13,2023,7,5.621944727960516,20,2023-07-01,31.72288942337036
13,2023,8,4.922673179773812,19,2023-08-01,31.72288942337036
13,2023,9,4.613119452476614,18,2023-09-01,31.72288942337036
13,2023,10,1.774070683809359,18,2023-10-01,31.72288942337036
13,2023,11,-0.245225998419519,19,2023-11-01,31.72288942337036
